name,country,color,sugar,volume,manufacturer,region,grape,year,price
Chardonnay,Аргентина,белое,сухое,0.75 л.,Luigi Bosca,Мендоса,шардоне 100%,2023 г.,2 790

Besini Qvevri White,Грузия,белое,сухое,0.75 л.,Besini,Кахетия,ркацители,2021 г.,2 640

El Ilusionista Crianza,Испания,красное,сухое,0.75 л.,Bodegas Horacio Gomez Araujo,Кастилия и Леон,тинто фино 100%,2020 г.,3 190

Петрикор Красное,Россия,красное,сухое,0.75 л.,Шумринка,Кубань,мерло&марселан&сира,2020 г.,2 190

Gruner Veltliner Classic,Австрия,белое,сухое,0.75 л.,Winzer Krems,Нижняя Австрия,грюнер вельтлинер 100%,2022 г.,2 490

Langhe Freisa,Италия,красное,сухое,0.75 л.,Vietti,Пьемонт,фрейза 100%,2020 г.,6 290

Tavel,Франция,розовое,сухое,0.75 л.,Guigal,Долина Роны,гренаш 65%&сенсо 15%&клерет 10%&сира 10%,2022 г.,3 990

Hacienda Lopez de Haro Tempranillo,Испания,красное,сухое,0.75 л.,Hacienda Lopez de Haro,Риоха,темпранильо 100%,2021 г.,1 290

Петрикор Мальвазия,Россия,белое,сухое,0.75 л.,Шумринка,Кубань,мальвазия 100%,2022 г.,2 190

Chablis Premier Cru Vaudevey,Франция,белое,сухое,0.75 л.,Julien Brocard,Бургундия,шардоне 100%,2021 г.,9 490

Maximin Riesling,Германия,белое,полусухое,0.75 л.,Maximin Grunhaus,Мозель,рислинг 100%,2022 г.,2 490

Tenuta Regaleali Nero d'Avola,Италия,красное,сухое,0.75 л.,Tasca d'Almerita,Сицилия,неро д авола 100%,2022 г.,2 390

Cape Original Chenin Blanc,Южная Африка,белое,сухое,0.75 л.,Home of Origin Wine,Вестерн Кейп,шенен блан,2022 г.,1 140

Tenuta Regaleali Bianco,Италия,белое,сухое,0.75 л.,Tasca d'Almerita,Сицилия,инзолия 35%&катарратто 28%&греканико 29%&шардоне 8%,2022 г.,2 390

Clos Henri Pinot Noir,Новая Зеландия,красное,сухое,0.75 л.,Clos Henri,Мальборо,пино нуар 100%,2020 г.,7 490

Hacienda Lopez de Haro Blanco,Испания,белое,сухое,0.75 л.,Hacienda Lopez de Haro,Риоха,виура 75%&мальвазия&шардоне&темпранильо бланко&совиньон блан&гарнача бланка,2022 г.,1 690

Chardonnay Finca Los Nobles,Аргентина,белое,сухое,0.75 л.,Luigi Bosca,Мендоса,шардоне 100%,2022 г.,4 490

Riparosso Montepulciano d'Abruzzo в подарочной упаковке,Италия,красное,сухое,1.5 л.,Dino Illuminati,Абруццо,монтепульчано 100%,2021 г.,4 740

Macon-Villages,Франция,белое,сухое,0.75 л.,Joseph Drouhin,Бургундия,шардоне 100%,2022 г.,4 690

Gavi Villa Sparina,Италия,белое,сухое,0.75 л.,Villa Sparina,Пьемонт,кортезе 100%,2022 г.,3 990

Syrah Merindol,Южная Африка,красное,сухое,0.75 л.,Simonsig,Стелленбош,сира,2019 г.,5 990

Syrah Merindol,Южная Африка,красное,сухое,0.75 л.,Simonsig,Стелленбош,сира,2019 г.,5 990

Proximo,Испания,красное,сухое,0.75 л.,Marques de Riscal,Риоха,темпранильо 100%,2018 г.,1 790

Riesling Selection de Vieilles Vignes,Франция,белое,полусухое,0.75 л.,Trimbach,Эльзас,рислинг 100%,2021 г.,8 490

Dea Vulcano,Италия,красное,сухое,0.75 л.,Donnafugata,Сицилия,нерелло маскалезе&нерелло капуччо,2021 г.,5 490

Рислинг,Россия,белое,сухое,0.75 л.,Сикоры,Кубань,рислинг 100%,2022 г.,1 540

Mehringer Alte Reben,Германия,белое,полусухое,0.75 л.,Nik Weis St. Urbans-Hof,Мозель,рислинг 100%,2022 г.,4 990

Saarfeilser GG,Германия,белое,полусухое,0.75 л.,Nik Weis St. Urbans-Hof,Мозель,рислинг 100%,2022 г.,8 790

La Fuga Chardonnay,Италия,белое,сухое,0.75 л.,Donnafugata,Сицилия,шардоне 100%,2022 г.,4 790

Sauvignon Blanc,Франция,белое,сухое,0.75 л.,Domaine Tariquet,Юго-Запад,совиньон блан 100%,2023 г.,2 490

Recioto della Valpolicella Classico,Италия,красное,сладкое,0.75 л.,Domini Veneti,Венето,корвина веронезе&корвиноне&рондинелла,2021 г.,6 490

Hans Baer Gewurztraminer,Германия,белое,полусладкое,0.75 л.,Weinkellerei Hechtsheim,Рейнгессен,гевюрцтраминер 100%,2023 г.,1 490

Saint-Joseph Rouge,Франция,красное,сухое,0.75 л.,Guigal,Долина Роны,сира 100%,2020 г.,7 790

Pure Malbec,Аргентина,красное,сухое,0.75 л.,Trapiche,Мендоса,мальбек 100%,2022 г.,1 790

Riesling Urgestein Kremstal,Австрия,белое,сухое,0.75 л.,Nigl,Нижняя Австрия,рислинг 100%,2022 г.,5 690

Clarendelle a par Haut-Brion Rose,Франция,розовое,сухое,0.75 л.,Domaine Clarence Dillon,Бордо,мерло&каберне совиньон&каберне фран,2022 г.,3 490

Pinot Nero (Blauburgunder),Италия,красное,сухое,0.75 л.,Colterenzio,Трентино-Альто Адидже,пино неро 100%,2022 г.,3 790

Sauvignon Blanc,Аргентина,белое,сухое,0.75 л.,Luigi Bosca,Мендоса,совиньон блан 100%,2023 г.,2 790

Pinotage,Южная Африка,красное,сухое,0.75 л.,Spice Route,Свортленд,пинотаж 100%,2022 г.,3 490

Collio Sauvignon Blanc,Италия,белое,сухое,0.75 л.,Marco Felluga,Фриули-Венеция-Джулия,совиньон блан 100%,2022 г.,4 490

Baluarte Muscat,Испания,белое,полусухое,0.75 л.,Bodegas Chivite,Наварра,мускат 100%,2022 г.,1 640

Tenuta Tascante Buonora,Италия,белое,сухое,0.75 л.,Tasca d'Almerita,Сицилия,карриканте 100%,2022 г.,4 290

Col di Sasso,Италия,красное,сухое,0.75 л.,Banfi,Тоскана,каберне совиньон&санджовезе,2021 г.,1 990

Hito,Испания,красное,сухое,0.75 л.,Bodegas Cepa 21,Кастилия и Леон,тинто фино 100%,2022 г.,3 490

Le Grand Noir Winemaker’s Selection Chardonnay,Франция,белое,сухое,0.75 л.,Les Celliers Jean d'Alibert,Лангедок-Руссильон,шардоне 85%&вионье 15%,2022 г.,1 590

Carolina Reserva Carmenere,Чили,красное,сухое,0.75 л.,Santa Carolina,Центральная Долина,карменер 100%,2021 г.,1 490

Riesling Von den Terrassen,Австрия,белое,сухое,0.75 л.,Winzer Krems,Нижняя Австрия,рислинг 100%,2022 г.,2 490

Balbach Riesling,Германия,белое,полусладкое,0.75 л.,Gunderloch,Рейнгессен,рислинг 100%,2022 г.,2 890

Pinot Bianco Riserva Vorberg,Италия,белое,сухое,0.75 л.,Cantina Terlan,Трентино-Альто Адидже,пино бьянко 100%,2021 г.,8 990

Kisi Qvevri,Грузия,белое,сухое,0.75 л.,Binekhi,Кахетия,киси 100%,2019 г.,4 640

Rheingau Riesling Trocken,Германия,белое,полусухое,0.75 л.,Robert Weil,Рейнгау,рислинг 100%,2022 г.,5 290

Sancerre Le Rochoy,Франция,белое,сухое,0.75 л.,Domaine Laporte,Долина Луары,совиньон блан 100%,2022 г.,6 490

Riesling,Германия,белое,полусухое,0.75 л.,Nik Weis St. Urbans-Hof,Мозель,рислинг 100%,2022 г.,2 490

Kindzmarauli,Грузия,красное,полусладкое,0.75 л.,Binekhi,Кахетия,саперави 100%,2022 г.,1 490

Kindzmarauli,Грузия,красное,полусладкое,0.75 л.,Besini,Кахетия,саперави 100%,2023 г.,1 340

Zinfandel,Италия,красное,полусухое,0.75 л.,Conti Zecca,Апулия,примитиво 100%,2022 г.,2 490

Gruner Veltliner Senftenberger Piri,Австрия,белое,сухое,0.75 л.,Nigl,Нижняя Австрия,грюнер вельтлинер 100%,2022 г.,4 990

Pinot Noir Reserve,Франция,красное,сухое,0.75 л.,Trimbach,Эльзас,пино нуар 100%,2021 г.,5 990

Picpoul de Pinet Heritage An 1618,Франция,белое,сухое,0.75 л.,Gerard Bertrand,Лангедок-Руссильон,пикпуль 100%,2022 г.,2 990

UNA Gruner Veltliner,Австрия,белое,сухое,0.75 л.,Golser Wein,Бургенланд,грюнер вельтлинер 100%,2021 г.,1 740

Carolina Reserva Sauvignon Blanc,Чили,белое,сухое,0.75 л.,Santa Carolina,Аконкагуа,совиньон блан 100%,2022 г.,1 490

Podere Montepulciano d'Abruzzo,Италия,красное,сухое,0.75 л.,Umani Ronchi,Абруццо,монтепульчано 100%,2022 г.,1 840

Pinot Grigio,Италия,белое,сухое,0.75 л.,Cantina Terlan,Трентино-Альто Адидже,пино гриджио 100%,2022 г.,4 190

Schloss Riesling,Германия,белое,полусухое,0.75 л.,Maximin Grunhaus,Мозель,рислинг 100%,2022 г.,4 290

Петрикор Совиньон Блан,Россия,белое,сухое,0.75 л.,Шумринка,Кубань,совиньон блан 100%,2021 г.,2 140

Carolina Reserva Pinot Noir,Чили,красное,сухое,0.75 л.,Santa Carolina,Центральная Долина,пино нуар 100%,2022 г.,1 490

Paddle Creek Riesling Rose,Новая Зеландия,розовое,полусухое,0.75 л.,Lake Road,Мальборо,рислинг 97%&пино нуар 3%,2022 г.,2 140

Chenin/Chardonnay,Франция,белое,сухое,0.75 л.,Domaine Tariquet,Юго-Запад,шенен блан 75%&шардоне 25%,2023 г.,2 490

Coleccion 125 Reserva,Испания,красное,сухое,0.75 л.,Bodegas Chivite,Наварра,темпранильо,2019 г.,6 990

Soave Sereole,Италия,белое,сухое,0.75 л.,Bertani,Венето,гарганега 100%,2022 г.,3 390

Le Grand Noir Sauvignon Blanc,Франция,белое,сухое,0.75 л.,Les Celliers Jean d'Alibert,Лангедок-Руссильон,совиньон блан 97%&марсан 3%,2022 г.,1 590

Cotes du Rhone Rose,Франция,розовое,сухое,0.75 л.,Guigal,Долина Роны,гренаш 70%&сенсо 20%&сира 10%,2022 г.,3 190

Pinot Noir,Чили,красное,сухое,0.75 л.,Vina Arboleda,Аконкагуа,пино нуар 100%,2022 г.,4 490

Carolina Reserva Chardonnay,Чили,белое,сухое,0.75 л.,Santa Carolina,Центральная Долина,шардоне 100%,2022 г.,1 490

Vellodoro Pecorino,Италия,белое,сухое,0.75 л.,Umani Ronchi,Абруццо,пекорино 100%,2022 г.,2 490

Le Serre Nuove dell'Ornellaia,Италия,красное,сухое,0.75 л.,Ornellaia,Тоскана,мерло 50%&каберне совиньон 28%&каберне фран 11%&пти вердо 11%,2021 г.,14 990

L’Altro Chardonnay,Италия,белое,сухое,0.75 л.,Pio Cesare,Пьемонт,шардоне&совиньон блан,2022 г.,4 990

Summus,Италия,красное,сухое,0.75 л.,Banfi,Тоскана,санджовезе 25%&каберне совиньон 40%&сира 35%,2019 г.,12 990

UNA Riesling,Австрия,белое,полусухое,0.75 л.,Golser Wein,Бургенланд,рислинг 100%,2021 г.,1 740

Wiltinger Alte Reben,Германия,белое,полусухое,0.75 л.,Nik Weis St. Urbans-Hof,Мозель,рислинг 100%,2022 г.,4 990

Arienzo Crianza,Испания,красное,сухое,0.75 л.,Marques de Riscal,Риоха,темпранильо&грасиано,2018 г.,2 340

El Ilusionista,Испания,красное,сухое,0.75 л.,Bodegas Horacio Gomez Araujo,Кастилия и Леон,тинто фино 100%,2022 г.,2 490

Montesodi,Италия,красное,сухое,0.75 л.,Frescobaldi,Тоскана,санджовезе 100%,2019 г.,9 990

Ojaleshi Qvevri,Грузия,красное,сухое,0.75 л.,Binekhi,Самегрело,оджалеши 100%,2020 г.,5 240

Mare & Grill Vinho Verde Rose,Португалия,розовое,полусухое,0.75 л.,Quintas das Arcas,Миньо,эспадейро&турига насьональ,2022 г.,1 190

Coleccion 125 Blanco,Испания,белое,сухое,0.75 л.,Bodegas Chivite,Наварра,шардоне 100%,2020 г.,9 990
